,index,prediction,realValue,accuracy
546,[546],630508.0,[870759],[72.41]
547,[547],875204.0,[921788],[94.95]
548,[548],906778.0,[867386],[95.46]
549,[549],858972.0,[864757],[99.33]
550,[550],971506.0,[858402],[86.82]
551,[551],910305.0,[846903],[92.51]
552,[552],847264.0,[855980],[98.98]
553,[553],862222.0,[854377],[99.08]
554,[554],675686.0,[841125],[80.33]
555,[555],1197552.0,[848148],[58.8]
556,[556],860433.0,[849635],[98.73]
557,[557],982646.0,[837500],[82.67]
558,[558],832771.0,[838126],[99.36]
559,[559],928784.0,[827647],[87.78]
560,[560],800448.0,[870887],[91.91]
561,[561],907128.0,[828025],[90.45]
562,[562],703778.0,[825517],[85.25]
563,[563],875035.0,[827040],[94.2]
564,[564],1104561.0,[832894],[67.38]
565,[565],817669.0,[823624],[99.28]
566,[566],684048.0,[820995],[83.32]
567,[567],800339.0,[815991],[98.08]
568,[568],887198.0,[809827],[90.45]
569,[569],773961.0,[800006],[96.74]
570,[570],889599.0,[794475],[88.03]
571,[571],806039.0,[806709],[99.92]
572,[572],726140.0,[808908],[89.77]
573,[573],858513.0,[798718],[92.51]
574,[574],787286.0,[800062],[98.4]
575,[575],762885.0,[814570],[93.65]
576,[576],741857.0,[777985],[95.36]
577,[577],773791.0,[790959],[97.83]
578,[578],818577.0,[790370],[96.43]
579,[579],886837.0,[784031],[86.89]
580,[580],809848.0,[781516],[96.37]
581,[581],616586.0,[778493],[79.2]
582,[582],770910.0,[771699],[99.9]
583,[583],879190.0,[790181],[88.74]
584,[584],698321.0,[768658],[90.85]
585,[585],783994.0,[765259],[97.55]
586,[586],788599.0,[764072],[96.79]
587,[587],953770.0,[765961],[75.48]
588,[588],747609.0,[762370],[98.06]
589,[589],1155059.0,[758195],[47.66]
590,[590],719724.0,[753569],[95.51]
591,[591],543568.0,[749146],[72.56]
592,[592],782296.0,[729834],[92.81]
593,[593],635511.0,[730934],[86.95]
594,[594],714610.0,[725031],[98.56]
595,[595],725270.0,[731584],[99.14]
596,[596],689396.0,[731212],[94.28]
