,index,prediction,realValue,accuracy
641,641,689459,635579,91.52
642,642,611446,636631,96.04
643,643,764868,635235,79.59
644,644,600045,635740,94.39
645,645,921076,622486,52.03
646,646,673040,634150,93.87
647,647,581862,628576,92.57
648,648,1031034,628359,35.92
649,649,729981,618420,81.96
650,650,758757,627424,79.07
651,651,469829,617085,76.14
652,652,511153,625190,81.76
653,653,288806,622286,46.41
654,654,465434,618730,75.22
655,655,675065,616943,90.58
656,656,645931,612126,94.48
657,657,614144,616481,99.62
658,658,373140,612328,60.94
659,659,2124511,2906958,73.08
660,660,530096,611685,86.66
661,661,673705,609063,89.39
662,662,560188,596403,93.93
663,663,505932,608222,83.18
664,664,753783,597118,73.76
665,665,693132,596864,83.87
666,666,765368,603283,73.13
667,667,584713,599963,97.46
668,668,618488,590531,95.27
669,669,688386,603495,85.93
670,670,735036,598365,77.16
671,671,465486,598204,77.81
672,672,569813,583354,97.68
673,673,694511,592435,82.77
674,674,556021,591841,93.95
675,675,594364,594876,99.91
676,676,705985,578834,78.03
677,677,355046,590045,60.17
678,678,660237,585976,87.33
679,679,651401,589899,89.57
680,680,684897,573001,80.47
681,681,542034,570775,94.96
682,682,483198,582126,83.01
683,683,615508,595199,96.59
684,684,728536,579367,74.25
685,685,677304,577758,82.77
686,686,568965,585698,97.14
687,687,607676,573661,94.07
688,688,620911,571074,91.27
689,689,612404,571922,92.92
690,690,756408,570150,67.33
691,691,622527,569500,90.69
692,692,720283,558389,71.01
693,693,631162,587291,92.53
694,694,543738,565049,96.23
695,695,716057,562327,72.66
696,696,601622,550284,90.67
697,697,545383,558443,97.66
698,698,507290,560588,90.49
699,699,428896,554535,77.34
700,700,665648,553760,79.79
701,701,499376,557063,89.64
702,702,273717,551897,49.6
703,703,450936,550961,81.85
704,704,1937312,1745669,89.02
705,705,536001,543313,98.65
706,706,612304,550195,88.71
707,707,348912,540410,64.56
708,708,474142,537920,88.14
709,709,613679,531023,84.43
710,710,517570,535669,96.62
711,711,303318,535448,56.65
712,712,511731,539110,94.92
713,713,488504,534273,91.43
714,714,1019613,535657,9.65
715,715,650537,528014,76.8
716,716,579792,527077,90.0
717,717,597130,526557,86.6
718,718,436688,525169,83.15
719,719,773972,521299,51.53
720,720,524242,522794,99.72
721,721,626463,519127,79.32
722,722,475776,523871,90.82
723,723,642323,519584,76.38
724,724,386637,520448,74.29
725,725,548180,509295,92.36
726,726,749903,515553,54.54
727,727,497464,505875,98.34
728,728,400248,514309,77.82
729,729,466127,513405,90.79
730,730,626211,513202,77.98
731,731,416485,511931,81.36
732,732,501363,549904,91.17
733,733,464416,511369,90.82
734,734,582923,501736,83.82
735,735,416232,500266,83.2
736,736,408534,509555,80.17
737,737,379194,521596,72.7
738,738,638981,507913,74.19
739,739,584793,526078,88.84
740,740,479799,506408,94.75
741,741,568867,503970,87.12
742,742,474667,498720,95.18
743,743,335523,501486,66.91
744,744,491359,491162,99.96
745,745,542665,498976,91.24
746,746,467992,497880,94.0
747,747,320628,494126,64.89
748,748,497546,495535,99.59
749,749,572300,483387,81.61
750,750,515322,482053,93.1
751,751,735375,498670,52.53
752,752,614438,481064,72.28
753,753,445677,487916,91.34
754,754,617908,494097,74.94
755,755,861034,540605,40.73
756,756,748099,485695,45.97
757,757,583158,482784,79.21
758,758,432932,481696,89.88
759,759,384442,480361,80.03
760,760,471821,472009,99.96
761,761,434563,479280,90.67
762,762,613776,476665,71.24
763,763,344587,475309,72.5
764,764,514032,472693,91.25
765,765,327046,472692,69.19
766,766,502662,472157,93.54
767,767,430719,471547,91.34
768,768,411898,462714,89.02
769,769,374047,471319,79.36
770,770,408262,471310,86.62
