순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
1287,워터 디바이너,러셀 크로우,,(주)더블앤조이픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-01-28,개봉영화,장편,미국,326,1008818235,136134,드라마,15세이상관람가,상업영화
1288,링컨,스티븐 스필버그,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-03-14,개봉영화,장편,미국,214,941056500,135900,드라마,12세이상관람가,상업영화
1289,제 5침공,J 블레이크슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-02-25,개봉영화,장편,미국,312,1041049900,135874,액션,12세이상관람가,상업영화
1290,제인 에어,캐리 후쿠나가,,판씨네마(주),(주)시너지하우스 (시너지),2011-04-20,개봉영화,장편,영국,208,981132000,135797,드라마,12세이상관람가,다양성영화
1291,극장판 꼬마버스 타요의 에이스 구출작전,류정우,"(주)아이코닉스,(주)스튜디오게일",,(주)아이코닉스,2016-01-21,개봉영화,장편,한국,200,906299900,135478,애니메이션,전체관람가,상업영화
1292,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",,(유)조이앤시네마,(주)영화사 빅,2016-09-07,개봉영화,장편,벨기에,329,1038675400,135094,애니메이션,전체관람가,다양성영화
1293,로마의 휴일,이덕희,(주)전망좋은 영화사,,메가박스(주)플러스엠,2017-08-30,개봉영화,장편,한국,436,993321176,134827,코미디,15세이상관람가,상업영화
1294,헨젤과 그레텔,임필성,(주)바른손이앤에이,,씨제이엔터테인먼트,2007-12-27,개봉영화,장편,한국,0,N/A,134322,드라마,12세이상관람가,상업영화
1295,대니쉬 걸,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-02-17,개봉영화,장편,미국,246,1074763884,134029,드라마,청소년관람불가,다양성영화
1296,비스틀리,다니엘 반즈,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2011-03-17,개봉영화,장편,미국,214,1008669500,134025,드라마,12세이상관람가,상업영화
1297,썸머 워즈,호소다 마모루,,(주)케이앤엔터테인먼트,씨제이엔터테인먼트,2009-08-13,개봉영화,장편,일본,100,951350362,133946,애니메이션,전체관람가,다양성영화
1298,나의 절친 악당들,임상수,"휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션",,이십세기폭스코리아(주),2015-06-25,개봉영화,장편,한국,384,1054470664,133553,범죄,청소년관람불가,상업영화
1299,링스 어드벤처,"마누엘 시실리아,라울 가르시아",,(주)성원아이컴,(주)성원아이컴,2009-06-24,개봉영화,장편,스페인,158,808603115,133476,애니메이션,전체관람가,상업영화
1300,카운슬러,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-11-14,개봉영화,장편,미국,293,966623000,133272,범죄,청소년관람불가,상업영화
1301,죽이고 싶은,"김상화,조원희",(주)펀치볼,,롯데쇼핑㈜롯데엔터테인먼트,2010-08-26,개봉영화,장편,한국,145,990122522,133079,스릴러,청소년관람불가,다양성영화
1302,파주,박찬옥,"(주)티피에스컴퍼니,(주)명필름",,(주)엠케이픽처스 ,2009-10-28,개봉영화,장편,한국,131,978601985,132657,드라마,청소년관람불가,다양성영화
1303,오션월드 3D,장-자크 망텔로,,㈜케이디미디어,㈜케이디미디어,2010-08-11,개봉영화,장편,영국,102,1394663380,132602,다큐멘터리,전체관람가,상업영화
1304,리딕,데이빗 토히,,데이지엔터테인먼트,(주)영화사 빅,2013-11-28,개봉영화,장편,미국,275,927494000,132059,SF,15세이상관람가,상업영화
1305,오늘,이정향,(주)포시즌스카이컴퍼니 ,,롯데쇼핑㈜롯데엔터테인먼트,2011-10-27,개봉영화,장편,한국,207,712814000,131896,드라마,15세이상관람가,상업영화
1306,심야식당,마츠오카 조지,,(주)엔케이컨텐츠,(주)영화사 진진,2015-06-18,개봉영화,장편,일본,180,1041911974,131748,드라마,12세이상관람가,다양성영화
1307,파라노말 액티비티 3,"헨리 유스트,아리엘 슐만",,씨제이이앤엠(주),씨제이이앤엠(주),2011-10-20,개봉영화,장편,미국,180,948704000,131437,공포(호러),12세이상관람가,상업영화
1308,22 블렛,리샤르 베리,유로파 Corp.,㈜케이디미디어,㈜케이디미디어,2010-10-14,개봉영화,장편,프랑스,236,994042368,131436,액션,청소년관람불가,상업영화
1309,두 여자,정윤수,(주)케이앤엔터테인먼트,,씨제이엔터테인먼트,2010-11-18,개봉영화,장편,한국,211,981545863,131415,멜로/로맨스,청소년관람불가,상업영화
1310,블러디 발렌타인,패트릭 루지어,라이온스 게이트 필름즈,㈜메가박스,(주)넥스트엔터테인먼트월드(NEW),2009-07-22,개봉영화,장편,미국,230,1234718589,131217,공포(호러),청소년관람불가,상업영화
1311,마이클 잭슨의 디스 이즈 잇,케니 오테가,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-10-28,개봉영화,장편,미국,176,980053035,130746,다큐멘터리,전체관람가,다양성영화
1312,황시,로저 스포티스우드,,데이지엔터테인먼트,씨제이엔터테인먼트,2008-09-18,개봉영화,장편,호주,214,812706500,130275,전쟁,12세이상관람가,상업영화
1313,스트리트댄스,"맥스 기와,다니아 파스퀴니",,(유)마스엔터테인먼트코리아,(주)시너지하우스 (시너지),2010-06-16,개봉영화,장편,영국,211,1449365627,130153,드라마,12세이상관람가,상업영화
1314,자백,최승호,한국탐사저널리즘센터,,(주)엣나인필름,2016-10-13,개봉영화,장편,한국,152,1034815200,129950,다큐멘터리,15세이상관람가,다양성영화
1315,맨홀,신재영,(주)화인웍스,,롯데쇼핑㈜롯데엔터테인먼트,2014-10-08,개봉영화,장편,한국,286,1053876130,129732,공포(호러),청소년관람불가,상업영화
1316,프라이스리스,피에르 살바도리,,데이지엔터테인먼트,㈜케이디미디어,2008-05-08,개봉영화,장편,프랑스,99,850396500,129645,코미디,15세이상관람가,상업영화
1317,클로이,아톰 에고이안,스튜디오 카날,우성엔터테인먼트,(주)시너지하우스 (시너지),2010-02-25,개봉영화,장편,프랑스,183,989894071,129633,드라마,청소년관람불가,상업영화
1318,아더와 미니모이-제1탄비밀원정대의출정,뤽 베송,유로파 Corp.,크리스리픽쳐스인터내셔널(주),롯데쇼핑㈜롯데엔터테인먼트,2009-07-09,개봉영화,장편,프랑스,219,823623531,128531,어드벤처,전체관람가,상업영화
1319,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-08,개봉영화,장편,일본,215,999362100,128472,애니메이션,12세이상관람가,상업영화
1320,슈퍼히어로,크레이그 마진,,데이지엔터테인먼트,(주)싸이더스,2008-08-21,개봉영화,장편,미국,181,815185333,128054,SF,12세이상관람가,상업영화
1321,뮬란: 전사의 귀환,마초성,베이징,"(주)시네마천국,아이엠제이 유한회사","(유)영화사 화수분,(주)에스비에스콘텐츠허브",2010-09-02,개봉영화,장편,중국,242,903835077,127495,액션,12세이상관람가,상업영화
1322,구세주 2,황승재,(주)씨와이필름,,씨제이엔터테인먼트,2009-02-26,개봉영화,장편,한국,228,838666517,127226,코미디,15세이상관람가,상업영화
1323,버틀러: 대통령의 집사,리 다니엘스,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2013-11-28,개봉영화,장편,미국,182,884709000,126870,드라마,15세이상관람가,상업영화
1324,솔로몬 케인,마이클 J.버세트,다비스 필름,(주)영화사 이슈,(주)화앤담이엔티,2010-03-25,개봉영화,장편,프랑스,199,955021220,126855,액션,청소년관람불가,상업영화
1325,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",2017-03-01,개봉영화,장편,한국,495,947059100,126443,드라마,15세이상관람가,다양성영화
1326,카페 소사이어티,우디 앨런,,찬란,CGV아트하우스,2016-09-14,개봉영화,장편,미국,199,1047223666,126439,멜로/로맨스,15세이상관람가,다양성영화
1327,마이 리틀 자이언트,스티븐 스필버그,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-08-10,개봉영화,장편,미국,128,991375900,125800,어드벤처,전체관람가,상업영화
1328,저수지 게임,최진성,프로젝트 부 ,,(주)스마일이엔티,2017-09-07,개봉영화,장편,한국,289,984605100,125402,다큐멘터리,15세이상관람가,다양성영화
1329,꾸뻬씨의 행복여행,피터 첼섬,,"그린나래미디어(주),(주)댕스코흥행",그린나래미디어(주),2014-11-27,개봉영화,장편,영국,227,919851783,125179,어드벤처,15세이상관람가,다양성영화
1330,삼국지: 명장 관우,"맥조휘,장문강",,(유)조이앤컨텐츠그룹,(주)넥스트엔터테인먼트월드(NEW),2011-05-19,개봉영화,장편,홍콩,207,920899000,125168,전쟁,15세이상관람가,다양성영화
1331,시간위의 집,임대웅,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)",,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017-04-05,개봉영화,장편,한국,454,987958600,124601,미스터리,15세이상관람가,상업영화
1332,명탐정 코난:베이커가의 망령,카네수구 코다마,,(주)온미디어,투니버스(주)온미디어,2008-05-01,개봉영화,장편,일본,40,711270500,124139,애니메이션,12세이상관람가,상업영화
1333,데스 디파잉:어느 마술사의 사랑,질리안 암스트롱,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2008-03-27,개봉영화,장편,영국,221,798922500,124127,드라마,15세이상관람가,상업영화
1334,마이펫 오지,알베르토 로드리게즈,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2017-02-16,개봉영화,장편,스페인,393,911866950,124112,애니메이션,전체관람가,다양성영화
1335,러시 : 더 라이벌,론 하워드,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2013-10-09,개봉영화,장편,미국,270,908114000,123582,액션,청소년관람불가,상업영화
1336,마법천자문: 대마왕의 부활을 막아라,윤영기,"(주)디엔에이프로덕션,디앤에이프로덕션",,씨제이엔터테인먼트,2010-08-19,개봉영화,장편,한국,179,800649684,123538,애니메이션,전체관람가,상업영화
1337,썬더일레븐 극장판 : 최강군단 오우거의 습격,미야오 요시카즈,,애니박스 엔터테인먼트,(주)미디어데이,2011-05-05,개봉영화,장편,일본,166,811159500,123363,애니메이션,전체관람가,상업영화
1338,리틀 비버,필립 칼드롱,,(주)인앤인픽쳐스,(주)쇼박스,2009-04-30,개봉영화,장편,프랑스,116,739408802,123065,가족,전체관람가,상업영화
1339,똥파리,양익준,몰필름,,(주)영화사 진진,2009-04-16,개봉영화,장편,한국,68,844521819,123046,드라마,청소년관람불가,다양성영화
1340,"서서평, 천천히 평온하게","홍주연,홍현정",재단법인 온누리선교재단(CGNTV),,커넥트픽쳐스(주),2017-04-26,개봉영화,장편,한국,234,875685400,123036,다큐멘터리,전체관람가,다양성영화
1341,애프터 라이프,아그네츠카 보토위츠 보슬루,레쥬,(주)영화사아이비젼,(주)시너지하우스 (시너지),2010-09-02,개봉영화,장편,미국,185,900663278,122963,드라마,15세이상관람가,상업영화
1342,솔로이스트,조 라이트,드림웍스 SKG,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2009-11-19,개봉영화,장편,미국,175,898812915,122841,드라마,12세이상관람가,다양성영화
1343,그렇게 아버지가 된다,고레에다 히로카즈,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2013-12-19,개봉영화,장편,일본,41,934628662,122797,드라마,전체관람가,다양성영화
1344,실버라이닝 플레이북,데이빗 O. 러셀,,(주)누리픽쳐스,(주)나이너스엔터테인먼트,2013-02-14,개봉영화,장편,미국,226,915598500,122698,멜로/로맨스,청소년관람불가,다양성영화
1345,러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,,(주)애니플러스,(주)박수엔터테인먼트,2015-09-03,개봉영화,장편,일본,66,908579000,122574,애니메이션,전체관람가,상업영화
1346,겟 썸,제프 와드로,,(주)토마스엔터프라이즈,㈜스튜디오이쩜영,2008-05-22,개봉영화,장편,미국,165,783743000,122410,액션,12세이상관람가,상업영화
1347,사다코 3D : 죽음의 동영상,하나부사 츠토무,,오퍼스픽쳐스,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-06-14,개봉영화,장편,일본,262,1128635032,122382,공포(호러),15세이상관람가,상업영화
1348,극장판 도라에몽: 진구의 비밀도구 박물관,테라모토 유키요,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-07-25,개봉영화,장편,일본,239,780545500,122172,애니메이션,전체관람가,상업영화
1349,라스트 위치 헌터,브렉 에이즈너,,(유)조이앤시네마,TCO(주)더콘텐츠온,2015-12-30,개봉영화,장편,미국,278,934949800,122039,액션,15세이상관람가,상업영화
1350,소피의 연애 매뉴얼,에바 진,,씨제이엔터테인먼트,씨제이엔터테인먼트,2009-08-20,개봉영화,장편,중국,188,896131351,121018,멜로/로맨스,12세이상관람가,상업영화
1351,마이 시스터즈 키퍼,닉 카사베츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2009-09-10,개봉영화,장편,미국,159,872715162,120952,드라마,12세이상관람가,상업영화
1352,리미트리스,닐 버거,,(주)씨티엔터테인먼트,팝엔터테인먼트,2012-07-12,개봉영화,장편,미국,164,867035000,120914,미스터리,15세이상관람가,상업영화
1353,퇴마: 무녀굴,김휘,"(주)케이프로덕션,플로우식스(주),버티고필름",,씨네그루(주)다우기술,2015-08-20,개봉영화,장편,한국,331,951843500,120802,공포(호러),15세이상관람가,상업영화
1354,헤이트풀8,쿠엔틴 타란티노,,(주)누리픽쳐스,(주)누리픽쳐스,2016-01-07,개봉영화,장편,미국,167,996168400,120352,액션,청소년관람불가,다양성영화
1355,죽여주는 여자,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스",,CGV아트하우스,2016-10-06,개봉영화,장편,한국,317,872397300,119964,드라마,청소년관람불가,다양성영화
1356,라스트 나잇,마시 태지딘,,데이지엔터테인먼트,(주)싸이더스,2011-04-07,개봉영화,장편,미국,243,910843000,119963,멜로/로맨스,청소년관람불가,상업영화
1357,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2017-06-10,개봉영화,장편,일본,92,984175500,119398,애니메이션,15세이상관람가,상업영화
1358,나는 갈매기,권상준,㈜드림빌엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2009-09-26,개봉영화,장편,한국,71,711793733,119312,다큐멘터리,전체관람가,다양성영화
1359,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-01-25,개봉영화,장편,일본,334,905611600,119197,애니메이션,전체관람가,상업영화
1360,파리로 가는 길,엘레노어 코폴라,,(주)티캐스트,(주)티캐스트,2017-08-03,개봉영화,장편,미국,79,931810300,118985,드라마,12세이상관람가,다양성영화
1361,아티스트,미셀 하자나비시우스,,(주)영화사 진진,(주)영화사 진진,2012-02-16,개봉영화,장편,미국,93,910115100,118836,멜로/로맨스,12세이상관람가,다양성영화
1362,데블,존 에릭 도들,미디어라이트캐피탈,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-11-04,개봉영화,장편,미국,190,868744643,118286,공포(호러),15세이상관람가,상업영화
1363,하이 레인,아벨 페리,,데이지엔터테인먼트,씨제이엔터테인먼트,2009-09-09,개봉영화,장편,프랑스,158,892025506,117545,스릴러,청소년관람불가,상업영화
1364,감바의 대모험,"카와무라 토모히로,코모리 요시히로",,(주)영화사 빅,(주)영화사 빅,2016-11-10,개봉영화,장편,일본,400,874198700,117465,애니메이션,전체관람가,다양성영화
1365,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)애니플러스,(주)박수엔터테인먼트,2017-02-23,개봉영화,장편,일본,124,897598000,117401,애니메이션,12세이상관람가,상업영화
1366,고스트 라이더 : 복수의 화신,"마크 네빌딘,브라이언 테일러",,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-02-16,개봉영화,장편,미국,269,902982500,117263,액션,15세이상관람가,상업영화
1367,우먼 인 블랙,제임스 왓킨스,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2012-02-16,개봉영화,장편,영국,237,862144800,117188,드라마,15세이상관람가,상업영화
1368,정무문 : 100대 1의 전설,유위강,,데이지엔터테인먼트,(주)싸이더스,2011-06-22,개봉영화,장편,홍콩,225,872350500,117141,액션,15세이상관람가,상업영화
1369,내가 숨쉬는 공기,지호 리,,(주)쇼타임,롯데쇼핑㈜롯데엔터테인먼트,2008-04-09,개봉영화,장편,미국,181,772348500,117058,범죄,청소년관람불가,상업영화
1370,케로로 더 무비 5: 기적의 사차원섬,"사토 준이치,야마구치 스스무",선라이즈 필름,투니버스(주)온미디어,투니버스(주)온미디어,2010-04-29,개봉영화,장편,일본,75,801845296,116992,애니메이션,전체관람가,상업영화
1371,여교사,김태용,(주)외유내강,,필라멘트픽쳐스,2017-01-04,개봉영화,장편,한국,393,947192460,116851,드라마,청소년관람불가,다양성영화
1372,8인: 최후의 결사단,진덕삼,차이나필름그룹,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-01-21,개봉영화,장편,중국,160,878708580,116788,액션,15세이상관람가,상업영화
1373,존 윅,"데이빗 레이치,채드 스타헬스키",,(유)조이앤컨텐츠그룹,(주)나이너스엔터테인먼트,2015-01-21,개봉영화,장편,미국,321,925995637,116119,액션,청소년관람불가,상업영화
1374,쏘우 3D,케빈 그루터트,어비거보트,코리아스토리,㈜케이디미디어,2010-11-18,개봉영화,장편,미국,159,1470144870,115878,공포(호러),청소년관람불가,상업영화
1375,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2016-02-04,개봉영화,장편,한국,349,866704200,115704,애니메이션,전체관람가,상업영화
1376,들어는 봤니? 모건 부부,마크 로렌스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01-28,개봉영화,장편,미국,163,881895788,115454,코미디,15세이상관람가,상업영화
1377,로맨틱 크라운,톰 행크스,,판씨네마(주),(주)싸이더스,2011-08-17,개봉영화,장편,미국,239,860040500,114887,멜로/로맨스,12세이상관람가,상업영화
1378,터키,지미 헤이워드,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2014-07-31,개봉영화,장편,미국,182,790848700,113795,애니메이션,전체관람가,상업영화
1379,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,,대원미디어(주),(주)와우픽쳐스,2015-09-17,개봉영화,장편,일본,351,816868100,113404,애니메이션,전체관람가,상업영화
1380,앨빈과 슈퍼밴드,팀 힐,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2007-12-19,개봉영화,장편,미국,0,N/A,112926,코미디,전체관람가,상업영화
1381,미라클 벨리에,에릭 라티고,,(주)영화사 진진,(주)영화사 진진,2015-08-27,개봉영화,장편,프랑스,245,857214018,112121,드라마,12세이상관람가,다양성영화
1382,다이노소어 어드벤처 : 백악기 공룡대백과,"닐 나이팅게일,베리 쿡,앤드류 코헨",,(주)박수엔터테인먼트,"(주)박수엔터테인먼트,(주)애니플러스",2016-05-04,개봉영화,장편,영국,325,852443000,112076,다큐멘터리,전체관람가,다양성영화
1383,배우는 배우다,신연식,"(주) 루스이소니도스,(주)김기덕 필름",,(주)넥스트엔터테인먼트월드(NEW),2013-10-24,개봉영화,장편,한국,297,811031000,111927,드라마,청소년관람불가,상업영화
1384,셀프/리스,타셈 싱,,블루미지,(주)이수C&E,2015-09-10,개봉영화,장편,미국,340,874447764,111127,SF,15세이상관람가,상업영화
1385,스틸 앨리스,"리처드 글랫저,워시 웨스트모어랜드",,그린나래미디어(주),그린나래미디어(주),2015-04-29,개봉영화,장편,미국,109,856744246,111008,드라마,12세이상관람가,다양성영화
1386,직쏘,"피터 스피어이그,마이클 스피어리그",,㈜코리아스크린,㈜코리아스크린,2017-11-02,개봉영화,장편,미국,175,966956500,110834,공포(호러),청소년관람불가,상업영화
1387,엽문,엽위신,만다린 필름즈 디스트리뷰션,거원시네마(주),씨제이엔터테인먼트,2009-04-16,개봉영화,장편,홍콩,168,733132023,110805,액션,12세이상관람가,다양성영화
1388,러브 앤 프렌즈,루크 그린필드,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-06-16,개봉영화,장편,미국,207,795721500,110795,드라마,15세이상관람가,상업영화
1389,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전 ,타케모토 노보루,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-12-13,개봉영화,장편,일본,229,759092000,110771,애니메이션,전체관람가,상업영화
1390,바디,파윈 푸리킷판야,,데이지엔터테인먼트,㈜케이디미디어,2008-05-29,개봉영화,장편,태국,160,716431000,110686,공포(호러),15세이상관람가,상업영화
1391,캣츠 앤 독스 2,브래드 페이튼,시디2 필름,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-09-16,개봉영화,장편,미국,161,810563678,109667,가족,전체관람가,상업영화
1392,프로포즈 데이,아넌드 터커,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-04-08,개봉영화,장편,미국,149,826704936,109313,멜로/로맨스,12세이상관람가,상업영화
1393,걸프렌즈,강석범,"영화사 아람(주),(주)미로비젼",,(주)넥스트엔터테인먼트월드(NEW),2009-12-17,개봉영화,장편,한국,244,787235297,109195,멜로/로맨스,15세이상관람가,상업영화
1394,더 콘서트,라두 미하일레아누,,"(주)화인픽쳐스,(주)파란프로덕션",유니버설픽쳐스인터내셔널 코리아(유),2010-11-25,개봉영화,장편,프랑스,130,784912681,109160,드라마,전체관람가,다양성영화
1395,피터와 드래곤,데이빗 로워리,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-09-28,개봉영화,장편,미국,167,865600600,109137,어드벤처,전체관람가,상업영화
1396,미운 오리 새끼의 모험,"마이클 헤그너,카르스텐 킬레리치",,"(유)조이앤시네마,(주)코랄픽쳐스","(주)드림팩트엔터테인먼트,예지림엔터테인먼트",2008-04-03,개봉영화,장편,프랑스,70,618379000,109094,애니메이션,전체관람가,상업영화
1397,히트,이성한,(주)부영엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2011-10-13,개봉영화,장편,한국,171,771023500,109019,드라마,15세이상관람가,상업영화
1398,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)영실업,씨제이이앤엠(주),2017-06-01,개봉영화,장편,일본,198,823353500,108896,애니메이션,전체관람가,상업영화
1399,21,로버트 루케틱,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-06-19,개봉영화,장편,미국,64,730776100,108648,범죄,15세이상관람가,상업영화
1400,맨 프롬 UNCLE,가이 리치,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-10-28,개봉영화,장편,미국,361,846390353,108551,액션,12세이상관람가,상업영화
1401,람보 4 : 라스트 블러드,실베스터 스탤론,,(주)토마스엔터프라이즈,(주)스튜디오이쩜영,2008-02-28,개봉영화,장편,미국,196,696504500,108473,액션,청소년관람불가,상업영화
1402,레드 스패로,프란시스 로렌스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-02-28,개봉영화,장편,미국,389,860687700,108334,스릴러,청소년관람불가,상업영화
1403,마지막 4중주,야론 질버만,,(주)티캐스트,(주)티캐스트,2013-07-25,개봉영화,장편,미국,29,812813000,108317,드라마,15세이상관람가,다양성영화
1404,더 기버: 기억전달자,필립 노이스,,주식회사 풍경소리,(주)지어소프트,2014-08-20,개봉영화,장편,미국,233,814330000,107567,SF,12세이상관람가,다양성영화
1405,더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-04-16,개봉영화,장편,프랑스,349,833925965,107444,액션,청소년관람불가,상업영화
1406,제로 다크 서티,캐서린 비글로우,,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2013-03-07,개봉영화,장편,미국,258,765247500,107104,전쟁,15세이상관람가,상업영화
1407,도희야,정주리,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,2014-05-22,개봉영화,장편,한국,310,830948100,106511,드라마,청소년관람불가,다양성영화
1408,우리가 꿈꾸는 기적: 인빅터스,클린트 이스트우드,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-03-04,개봉영화,장편,미국,121,784134225,106443,드라마,전체관람가,상업영화
1409,프리덤,피터 쿠센스,,"(재)CBS,SOKOR MEDIA",(주)씨타마운틴픽쳐스,2015-11-19,개봉영화,장편,미국,117,737817100,106241,드라마,12세이상관람가,다양성영화
1410,워터호스,제이 러셀,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-03-20,개봉영화,장편,미국,42,629620000,106028,어드벤처,전체관람가,상업영화
1411,웨이 백,피터 위어,,(주)케이앤엔터테인먼트,(주)쇼박스,2011-03-17,개봉영화,장편,미국,175,776193500,105925,드라마,12세이상관람가,상업영화
1412,아마존의 눈물,"김진만,김현철",(주)MBC,,(주)씨타마운틴픽쳐스,2010-03-25,개봉영화,장편,한국,47,658632935,105886,다큐멘터리,15세이상관람가,다양성영화
1413,더 시그널,윌리엄 유뱅크,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-07-09,개봉영화,장편,미국,263,809982328,105818,SF,12세이상관람가,상업영화
1414,공주와 개구리,"존 머스커,론 클레멘츠",월트디즈니 애니메이션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01-21,개봉영화,장편,미국,81,716485106,105654,애니메이션,전체관람가,상업영화
1415,바람이 분다,미야자키 하야오,스튜디오 지브리,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-09-05,개봉영화,장편,일본,288,741722500,105650,애니메이션,전체관람가,상업영화
1416,니드 포 스피드,스캇 워프,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-16,개봉영화,장편,미국,349,835859900,105340,액션,15세이상관람가,상업영화
1417,신부들의 전쟁,게리 위닉,,이십세기폭스코리아(주),이십세기폭스코리아(주),2009-04-02,개봉영화,장편,미국,207,686671367,105202,코미디,12세이상관람가,상업영화
1418,스타워즈 : 클론 전쟁,데이브 필로니,,워너브러더스 코리아(주),워너브러더스 코리아(주),2008-09-04,개봉영화,장편,미국,211,646062000,105151,애니메이션,전체관람가,상업영화
1419,라스트 엑소시즘,다니엘 스탬,스트라이크엔터테인먼트,코리아 코어 컨텐츠,(주)시너지하우스 (시너지),2010-12-01,개봉영화,장편,미국,171,734954077,104936,공포(호러),15세이상관람가,상업영화
1420,허밍,박대영,㈜더드림앤드픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2008-03-13,개봉영화,장편,한국,167,640923000,104850,멜로/로맨스,12세이상관람가,상업영화
1421,5백만불의 사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,씨제이이앤엠(주),2012-07-19,개봉영화,장편,한국,331,739789500,104736,코미디,15세이상관람가,상업영화
