,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
984,20123421,0.768822179,6.425086962,14.26704247,3.082678504,3.055823874,2.090950987,5.272618098,3.396726267,1.284580678,4.662540362,0.0529703537,0.120689823,0.058183315,0.129055316,277260
985,20070585,2.306466536,6.425086962,11.41363398,4.624017756,3.310475864,2.718236283,5.272618098,3.962847311,1.570043051,7.938681412,2.147642518,0.292196414,0.172020236,0.43259227,2207595
986,20080014,0.768822179,6.425086962,11.41363398,5.857089158,3.310475864,2.718236283,7.030157464,5.0950894,0.951541243,7.382355573,0.142295695,0.0889293435,0.0354159309,0.0305477635,265362
987,20170321,0.768822179,7.413561879,14.26704247,3.082678504,3.055823874,4.809187271,5.272618098,1.887070148,0.951541243,7.40884728,0.453727292,0.635209597,0.293446284,0.349502353,276254
988,20080397,0.768822179,6.91932442,14.26704247,5.857089158,3.310475864,4.809187271,5.71200294,5.0950894,2.458148211,3.647024942,0.258461243,0.203267071,0.0860101178,0.118956585,269478
989,20125427,0.768822179,6.91932442,13.31590631,3.082678504,3.055823874,2.718236283,5.272618098,3.019312237,1.030836346,7.364694435,0.0800945831,0.0127041919,0.00758912804,0.0283555123,272062
990,20090304,0.768822179,7.413561879,13.31590631,5.857089158,3.310475864,2.718236283,7.030157464,1.887070148,1.11013145,2.225303355,0.336993698,1.289475481,1.586127761,0.671583597,268627
991,20090929,0.768822179,6.425086962,13.31590631,4.624017756,3.310475864,2.718236283,5.71200294,2.641898208,0.983259284,4.185689643,0.115171466,0.00635209597,0.0050594187,0.000215631272,265409
992,20111774,0.768822179,5.930849503,14.26704247,5.857089158,3.310475864,2.718236283,7.030157464,1.887070148,1.268721657,6.057770243,0.196260131,0.165154495,0.0809506991,0.238524125,270602
993,20122785,0.768822179,6.425086962,15.21817864,5.857089158,3.565127854,2.718236283,7.030157464,3.962847311,0.999118305,5.53676668,0.501443214,0.101633535,0.0430050589,0.147060528,270156
994,20080963,0.768822179,9.884749172,14.26704247,4.624017756,3.055823874,2.090950987,5.272618098,1.887070148,1.014977326,6.375670722,0.0275502644,0.0381125758,0.0151782561,0.0597658009,270016
995,20133981,0.768822179,6.425086962,14.26704247,4.624017756,5.34769178,2.090950987,5.71200294,3.962847311,1.316298719,6.693571202,0.2080471,0.0190562879,0.00758912804,0.0278164341,269510
996,20119277,0.768822179,7.413561879,13.31590631,4.624017756,3.310475864,2.718236283,7.030157464,3.396726267,1.030836346,7.364694435,0.299360605,0.0254083839,0.0101188374,0.0526859075,269157
997,20119508,0.768822179,6.425086962,13.31590631,4.624017756,3.565127854,2.718236283,5.71200294,3.962847311,1.078413409,6.543451531,0.094863797,0,0,0,267843
998,20122803,0.768822179,7.413561879,14.26704247,4.624017756,3.055823874,2.090950987,5.272618098,1.887070148,0.983259284,7.664933777,0.0603549607,0.190562879,0.151782561,0.11981911,267440
999,20129166,0.768822179,6.91932442,14.26704247,4.624017756,3.565127854,2.718236283,5.71200294,2.641898208,1.141849491,6.737724046,0.253774858,0.0190562879,0.00758912804,0.0287508363,266574
1000,20156161,0.768822179,6.425086962,14.26704247,4.624017756,4.838387801,2.718236283,7.030157464,3.019312237,0.983259284,7.055624525,0.355313204,2.064431189,2.170490621,0.76983958,266610
1001,20135369,0.768822179,8.402036796,15.21817864,3.082678504,3.055823874,2.718236283,5.272618098,3.396726267,1.046695367,6.923165992,0.0293964161,0.0635209597,0.0252970935,0.0910682739,266475
1002,20159748,3.459699805,7.413561879,14.26704247,4.624017756,5.34769178,4.809187271,7.908927147,5.283796415,1.030836346,6.39333186,0.208757158,0.0127041919,0.0050594187,0.021814697,265810
1003,20080142,0.768822179,5.930849503,11.41363398,5.857089158,5.34769178,2.718236283,7.030157464,1.887070148,1.538325009,6.631757219,0.153798641,0.139746111,0.0556536057,0.149396533,260734
1004,20100379,0.768822179,9.884749172,13.31590631,3.082678504,3.055823874,2.718236283,5.272618098,3.962847311,1.030836346,7.188083058,0.042887525,0.0635209597,0.0252970935,0.0786335372,260703
