,movieCd,movieNm,director1,director2,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyCd,showTm,actor1,actor2,actor3,actor4,actor5,actor6,watchGradeNm,producedCompany,distributor
767,20111914,카운트다운,허종호, ,2011,20110929,장편,한국,드라마,20100068,119.0,정재영,전도연,오만석,손상현,김홍재,조서희,청소년관람불가,(주)영화사봄,(주)싸이더스
768,20090926,식객2 : 김치전쟁,백동훈,김길형,2009,20100128,장편,한국,드라마,20100809,119.0,김정은,진구,왕지혜,한혜숙,허동우,윤현아,전체관람가,㈜이룸영화사,롯데쇼핑㈜롯데엔터테인먼트
769,20151964,명탐정 코난 : 화염의 해바라기,시즈노 코분, ,2015,20150805,장편,일본,애니메이션, ,112.0,타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이, , ,전체관람가, ,씨제이이앤엠(주)
770,20080750,달콤한 거짓말,정정화, ,2008,20081218,장편,한국,멜로/로맨스,20100109,113.0,김선아,박진희,조한선,이기우,김동욱,최은주,12세이상관람가,씨제이엔터테인먼트,씨제이엔터테인먼트
771,20159647,리얼,이사랑, ,2016,20170628,장편,한국,액션,20174961,137.0,김수현,성동일,이성민,최진리,조우진,이경영,청소년관람불가,(주)코브픽쳐스,씨제이이앤엠(주)
772,20100977,적인걸: 측천무후의 비밀,서극, ,2010,20101006,장편,중국,액션,20112243,123.0,유덕화,양가휘,리빙빙,유가령,덩차오, ,12세이상관람가,후아위 브라더스 미디어,롯데쇼핑㈜롯데엔터테인먼트
773,20113951,페이스메이커,김달중, ,2011,20120118,장편,한국,드라마,20063193,124.0,김명민,안성기,고아라,최태준,조희봉,이엘,12세이상관람가,(주)드림캡쳐,(주)시너지하우스 (시너지)
774,20136863,마담 뺑덕,임필성, ,2014,20141002,장편,한국,멜로/로맨스,20062560,112.0,정우성,이솜,박소영,박팔영,손지연,어주선,청소년관람불가,(주)영화사동물의왕국,씨제이이앤엠(주)
775,20111249,카 2,존 라세터, ,2011,20110720,장편,미국,애니메이션, ,113.0,오웬 윌슨,마이클 케인, , , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
776,20171024,너의 췌장을 먹고 싶어,츠키카와 쇼, ,2017,20171025,장편,일본,드라마, ,115.0,키타가와 케이코,오구리 슌,하마베 미나미,키타무라 타쿠미, , ,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
777,20136063,순수의 시대,안상훈, ,2015,20150305,장편,한국,사극,20100411,113.0,신하균,장혁,강한나,강하늘,박혜준,정현국,청소년관람불가,(주)화인웍스,씨제이이앤엠(주)
778,20119418,생텀,앨리스터 그리어슨, ,2010,20110210,장편,미국,어드벤처, ,108.0,이안 그루퍼드,리차드 록스버그,라이스 웨이크필드,댄 와일리, , ,15세이상관람가, ,(주)시너지하우스 (시너지)
779,20090426,퍼블릭 에너미,마이클 만, ,2009,20090812,장편,미국,범죄,20101382,140.0,조니 뎁,크리스찬 베일, , , , ,15세이상관람가,유니버셜 픽쳐스, 
780,20090089,파르나서스 박사의 상상극장,테리 길리엄, ,2009,20091223,장편,미국,판타지,20103015,122.0,조니 뎁,히스 레저,콜린 파렐,주드 로,릴리 콜,크리스토퍼 플러머,12세이상관람가,데이비스 필름,(주)성원아이컴
781,20124946,락아웃: 익스트림미션,제임스 매더스,스테판 St. 레게르,2012,20120614,장편,미국,SF, ,94.0,가이 피어스,매기 그레이스,조셉 길건, , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
782,20101070,언스토퍼블,토니 스콧, ,2010,20101110,장편,미국,액션,20101507,98.0,덴젤 워싱턴,크리스 파인, , , , ,12세이상관람가,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
783,20110899,세 얼간이,라즈쿠마르 히라니, ,2009,20110818,장편,인도,코미디, ,141.0,아미르 칸,마드하반,셔먼 조쉬,카리나 카푸르, , ,12세이상관람가, ,필라멘트픽쳐스
784,20090065,더 리더: 책 읽어주는 남자,스티븐 달드리, ,2008,20090326,장편,미국,드라마,20104368,123.0,랄프 파인즈,케이트 윈슬렛,데이빗 크로스, , , ,청소년관람불가,미라지 엔터프라이즈,(주)노바미디어
785,20138223,노브레싱,조용선, ,2013,20131030,장편,한국,드라마,20062247,118.0,서인국,이종석,권유리,박철민,박정철,신민철,15세이상관람가,(주)영화사 수작,(주)나이너스엔터테인먼트
786,20124024,클라우드 아틀라스,앤디 워쇼스키,라나 워쇼스키,2012,20130109,장편,미국,SF, ,172.0,톰 행크스,할리 베리,휴 그랜트,배두나,짐 스터게스,벤 위쇼,청소년관람불가, ,(주)넥스트엔터테인먼트월드(NEW)
787,20167363,히든 피겨스,데오도르 멜피, ,2016,20170323,장편,미국,드라마, ,127.0,타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,커스틴 던스트,짐 파슨스, ,12세이상관람가, ,이십세기폭스코리아(주)
788,20170124,명탐정 코난:진홍의 연가,시즈노 코분, ,2017,20170802,장편,일본,애니메이션, ,113.0, , , , , , ,12세이상관람가, ,씨제이이앤엠(주)
789,20100198,대한민국 1%,조명남, ,2010,20100505,장편,한국,드라마,20100178,105.0,손병호,임원희,이아이,손종우,김형범,최제헌,12세이상관람가,㈜기억속의매미,롯데쇼핑㈜롯데엔터테인먼트
790,20159199,빅쇼트,아담 맥케이, ,2015,20160121,장편,미국,드라마, ,130.0,크리스찬 베일,스티브 카렐,라이언 고슬링,브래드 피트, , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
791,20090857,파라노말 액티비티,오렌 펠리, ,2007,20100113,장편,미국,공포(호러),20112090,85.0,케이티 피더스턴,미카 슬로앳,마크 프레드릭스, , , ,12세이상관람가,브름하우스 프로덕션,(주)넥스트엔터테인먼트월드(NEW)
792,20161762,반드시 잡는다,김홍선, ,2017,20171129,장편,한국,스릴러,20062097,110.0,백윤식,성동일,천호진,배종옥,조달환,김혜인,15세이상관람가,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW)
793,20156807,뽀로로 극장판 컴퓨터 왕국 대모험,박영균, ,2015,20151210,장편,한국,애니메이션,20020113,62.0,이선,이미자,함수정,홍소영,정미숙,김서영,전체관람가,(주)오콘,(주)넥스트엔터테인먼트월드(NEW)
794,20158984,헌츠맨: 윈터스 워,세딕 니콜라스 트로얀, ,2016,20160413,장편,미국,액션, ,114.0,크리스 헴스워스,샤를리즈 테론,에밀리 블런트,제시카 차스테인, , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
795,20128143,익스펜더블 2,사이먼 웨스트, ,2012,20120906,장편,미국,액션, ,100.0,실베스터 스탤론,브루스 윌리스,아놀드 슈왈제네거,제이슨 스타뎀,이연걸,장 끌로드 반담,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
796,20110882,밀레니엄 : 여자를 증오한 남자들,데이빗 핀처, ,2011,20120111,장편,미국,스릴러, ,157.0,다니엘 크레이그,루니 마라, , , , ,청소년관람불가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
797,20090319,오감도,허진호,오기환,2009,20090709,옴니버스,한국,드라마,20100419,128.0,김강우,황정민,김민선,김수로,김영근,김효진,청소년관람불가,데이지엔터테인먼트,(주)시너지하우스 (시너지)
798,20100962,"울지마, 톤즈",구수환, ,2010,20100909,장편,한국,다큐멘터리,20114875,91.0,이금희, , , , , ,전체관람가,KBS,(주)씨타마운틴픽쳐스
799,20090044,작은 영웅 데스페로,샘 펠,로버트 스티븐헤이겐,2008,20090212,장편,미국,애니메이션, ,93.0,매튜 브로데릭,더스틴 호프만,엠마 왓슨,시고니 위버, , ,전체관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
800,20090389,10억,조민호 , ,2009,20090806,장편,한국,스릴러,20062327,114.0,박해일,신민아,박희순,고은아,정유미,이민기,15세이상관람가,(주)이든픽쳐스 ,(주)싸이더스
801,20101014,워리어스 웨이,이승무, ,2010,20101201,장편,미국,액션,20112284,100.0,장동건,케이트 보스워스,제프리 러쉬,대니 휴스턴, , ,15세이상관람가,컬쳐 언플러그드 스튜디오,에스케이텔레콤(주)
802,20081132,아기와 나,김진영, ,2008,20080814,장편,한국,드라마,20111653,98.0,장근석,문메이슨,송하윤,고규필,오광록,김도연,12세이상관람가,(주)프라임엔터테인먼트,(주)프라임엔터테인먼트
803,20110029,시즌 오브 더 위치: 마녀 호송단,도미닉 세나, ,2010,20110113,장편,미국,어드벤처, ,94.0,니콜라스 케이지,론 펄먼,크리스토퍼 리, , , ,15세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
804,20151230,원라인,양경모, ,2016,20170329,장편,한국,범죄,20126335,132.0,임시완,진구,박병은,이동휘,김선영,박종환,15세이상관람가,(주)미인픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
805,20070566,마법에 걸린 사랑,케빈 리마, ,2007,20080110,장편,미국,멜로/로맨스, ,106.0,에이미 아담스,패트릭 뎀시,줄리 앤드류스, , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
806,20130021,"협녀, 칼의 기억",박흥식, ,2015,20150813,장편,한국,사극,20100781,121.0,이병헌,전도연,김고은,이경영,김태우,이준호,15세이상관람가,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
807,20163845,터닝메카드W: 블랙미러의 부활,홍헌표,김석원,2016,20170118,장편,한국,애니메이션,20172761,73.0,소연,윤아영,신용우,장광,강호철,안영미,전체관람가,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티
808,20110881,창수,이덕희, ,2013,20131128,장편,한국,드라마,20100027,104.0,임창정,안내상,정성화,손은서,김기훈,김윤영,청소년관람불가,영화사 아람(주),(주)마인스 엔터테인먼트
809,20119630,랭고,고어 버빈스키, ,2011,20110303,장편,미국,애니메이션, ,104.0,조니 뎁, , , , , ,전체관람가, ,씨제이이앤엠(주)
810,20143511,오피스,홍원찬, ,2014,20150903,장편,한국,스릴러,20136898,111.0,고아성,박성웅,배성우,김의성,류현경,이채은,15세이상관람가,(주)영화사꽃,(주)리틀빅픽쳐스
811,20110313,모비딕,박인제, ,2011,20110609,장편,한국,스릴러,20100103,112.0,황정민,김민희,김상호,진구,송용호,김은겸,15세이상관람가,(주)쇼박스,(주)쇼박스
812,20161665,스머프: 비밀의 숲,캘리 애스버리, ,2017,20170428,장편,미국,애니메이션, ,89.0,데미 로바토,레인 윌슨,조 맨가니엘로,잭 맥브레이어,맨디 파틴킨, ,전체관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
813,20125916,두 개의 달,김동빈, ,2012,20120712,장편,한국,공포(호러),20123795,86.0,박한별,김지석,박진주,라미란,박원상,정원,15세이상관람가,(주)고스트픽처스,롯데쇼핑㈜롯데엔터테인먼트
814,20142641,나를 잊지 말아요,이윤정, ,2015,20160107,장편,한국,멜로/로맨스,20157708,106.0,정우성,김하늘,배성우,장영남,조이진,임주은,15세이상관람가,(주)더블유 팩토리,씨제이이앤엠(주)
815,20090082,드래곤볼 에볼루션,제임스 왕, ,2009,20090312,장편,미국,액션,20101507,85.0,저스틴 채트윈,주윤발,에미 로섬,제임스 마스터스, , ,전체관람가,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
816,20147283,다이버전트,닐 버거, ,2014,20140416,장편,미국,SF, ,140.0,쉐일린 우들리,케이트 윈슬렛,테오 제임스,매기 큐, , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
817,20112762,티끌모아 로맨스,김정환, ,2011,20111110,장편,한국,멜로/로맨스,20100514,114.0,한예슬,송중기,이상엽,신소율,조성일,김혜린,15세이상관람가,(주)아이에이치큐,필라멘트픽쳐스
818,20136043,신이 보낸 사람,김진무, ,2014,20140213,장편,한국,드라마,20137735,112.0,김인권,홍경인,최규환,기주봉,안병경,조덕제,15세이상관람가,주식회사 태풍코리아,(주)씨타마운틴픽쳐스
819,20070661,기다리다 미쳐,류승진, ,2007,20080101,장편,한국,멜로/로맨스,20100425,108.0,손태영,장근석,데니 안/ 안신원,권진영,김산호,장희진,15세이상관람가,블루버스 픽쳐스,(주)시네마서비스
820,20176121,흥부: 글로 세상을 바꾼 자,조근현, ,2017,20180214,장편,한국,사극,20176364,105.0,김규백,정우,김주혁,정진영,김원해,정상훈,12세이상관람가,(주)영화사 궁,롯데쇼핑㈜롯데엔터테인먼트
821,20130566,무뢰한,오승욱, ,2014,20150527,장편,한국,멜로/로맨스,20122737,118.0,김남길,전도연,박성웅,곽도원,김민재,강태영,청소년관람불가,(주)사나이픽처스,CGV아트하우스
822,20123161,늑대소년-확장판,조성희, ,2012,20121206,장편,한국,멜로/로맨스,20100362,127.0,송중기,박보영,장영남,유연석,김향기, ,15세이상관람가,(주)영화사비단길,씨제이이앤엠(주)
823,20173961,킹 아서: 제왕의 검,가이 리치, ,2017,20170517,장편,영국,판타지, ,126.0,찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,12세이상관람가, ,워너브러더스 코리아(주)
824,20149394,주온 : 끝의 시작,오치아이 마사유키, ,2014,20140716,장편,일본,공포(호러), ,91.0,사사키 노조미, , , , , ,15세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
825,20179942,러빙 빈센트,도로타 코비엘라,휴 웰치맨,2017,20171109,장편,영국,애니메이션, ,95.0,시얼샤 로넌,제롬 플린, , , , ,15세이상관람가, ,판씨네마(주)
826,20171817,넛잡 2,캘런 브런커, ,2017,20171003,장편,한국,애니메이션,20111482,91.0,윌 아넷,캐서린 헤이글,성룡,이사벨라 모너, , ,전체관람가,(주)레드로버,롯데쇼핑㈜롯데엔터테인먼트
827,20122523,니코: 산타비행단의 모험,캐리 주스넌,요르겐 레르담,2012,20121225,장편,핀란드,애니메이션, ,76.0,카리 히타라티,카리 케토넨,엘레나 크니틸라,주원,김원효,나르샤,전체관람가, ,씨너스엔터테인먼트(주)
828,20163137,나의 소녀시대,프랭키 첸, ,2015,20160512,장편,대만,멜로/로맨스, ,134.0,송운화,왕대륙, , , , ,15세이상관람가, ,오드
829,20100285,섹스 앤 더 시티 2,마이클 패트릭 킹, ,2010,20100610,장편,미국,드라마,20104412,144.0,사라 제시카 파커,크리스틴 데이비스,킴 캐트럴,신시아 닉슨,크리스 노스, ,청소년관람불가,뉴라인 시네마,워너브러더스 코리아(주)
830,20148745,좋은 친구들,이도윤, ,2014,20140710,장편,한국,범죄,20100410,114.0,지성,주지훈,이광수,강봉성,이동규,최현희,청소년관람불가,오퍼스픽쳐스,씨제이이앤엠(주)
831,20177541,아메리칸 메이드,더그 라이만, ,2017,20170914,장편,미국,범죄, ,115.0,톰 크루즈,도널 글리슨,사라 라이트,제시 플레먼스, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
832,20090821,아스트로 보이-아톰의 귀환,데이빗 보워스, ,2009,20100113,장편,미국,애니메이션,20112089,93.0,니콜라스 케이지,프레디 하이모어,크리스틴 벨,유승호,조민기,남지현,전체관람가,이미지애니메이션스튜디오,㈜케이디미디어
833,20148132,닌자터틀,조나단 리브스만, ,2014,20140828,장편,미국,액션, ,101.0,메간 폭스,윌리엄 피츠너,앨런 리치슨,노엘 휘셔,제레미 하워드,피터 플로스잭,12세이상관람가, ,씨제이이앤엠(주)
834,20157531,판타스틱 4,조쉬 트랭크, ,2015,20150820,장편,미국,액션, ,100.0,마일즈 텔러,케이트 마라,제이미 벨,마이클 B. 조던, , ,12세이상관람가, ,이십세기폭스코리아(주)
835,20100768,익스펜더블,실베스터 스탤론, ,2010,20100819,장편,미국,스릴러,20104361,103.0,실베스터 스탤론,제이슨 스타뎀,이연걸,돌프 룬드그렌,랜디 커투어,스티브 오스틴,청소년관람불가,밀레니엄 필름즈,(주)싸이더스
836,20119511,사랑이 무서워,정우철 , ,2011,20110310,장편,한국,코미디,20114942,112.0,임창정,김규리,손현우,이미소,성지혜,최효영,15세이상관람가,(주)위픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
837,20176082,몬스터 패밀리,호거 태프, ,2017,20171221,장편,독일,애니메이션, ,93.0,에밀리 왓슨,닉 프로스트, , , , ,전체관람가, ,씨네그루(주)키다리이엔티
838,20149567,명탐정 코난 : 이차원의 저격수,시즈노 코분, ,2014,20140806,장편,일본,애니메이션, ,110.0, , , , , , ,12세이상관람가, ,씨제이이앤엠(주)
839,20090669,집행자,최진호, ,2009,20091105,장편,한국,드라마,20100125,97.0,윤계상,조재현,허태희,최재훈,박종원,심철민,청소년관람불가,활동사진,(주)스폰지이엔티
840,20081332,헬보이 2 : 골든 아미,길예르모 델 토로 , ,2008,20080925,장편,미국,SF, ,119.0,론 펄먼,셀마 블레어, , , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
841,20081002,멋진 하루,이윤기, ,2008,20080925,장편,한국,드라마,20100209,123.0,전도연,하정우,김혜옥,김영민,이장욱,김중기,12세이상관람가,(주)스폰지이엔티,롯데쇼핑㈜롯데엔터테인먼트
842,20058720,명탐정 코난 : 수평선상의 음모,야마모토 야스이치로, ,2005,20130807,장편,일본,애니메이션, ,107.0,타카야마 미나미,야마자키 와카나,카미야 아키라, , , ,12세이상관람가, ,씨제이이앤엠(주)
843,20136862,론 레인저,고어 버빈스키, ,2012,20130704,장편,미국,액션, ,149.0,조니 뎁,아미 해머,헬레나 본햄 카터, , , ,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
844,20148553,내 심장을 쏴라,문제용, ,2014,20150128,장편,한국,드라마,20100128,102.0,이민기,여진구,유오성,김정태,김기천,신구,15세이상관람가,(주)주피터필름,(주)리틀빅픽쳐스
845,20148626,나의 독재자,이해준, ,2014,20141030,장편,한국,드라마,20100432,128.0,설경구,박해일,윤제문,이병준,류혜영,이규형,15세이상관람가,반짝반짝영화사(주),롯데쇼핑㈜롯데엔터테인먼트
846,20080013,명장,진가신, ,2007,20080130,장편,중국,액션, ,126.0,이연걸,유덕화, , , , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
847,20133601,천재 강아지 미스터 피바디,롭 민코프, ,2014,20140424,장편,미국,애니메이션, ,92.0,티 버렐,맥스 찰스,아리엘 윈터,레슬리 만,스탠리 투치,스티븐 토보로스키,전체관람가, ,씨제이이앤엠(주)
848,20165201,언더 워터,자움 콜렛 세라, ,2016,20160713,장편,미국,공포(호러), ,86.0,블레이크 라이블리,오스카 제나다, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
849,20124666,크로니클,조쉬 트랭크, ,2012,20120315,장편,미국,액션, ,84.0,데인 드한,알렉스 러셀,마이클 B. 조던,애슐리 힌쇼, , ,15세이상관람가, ,이십세기폭스코리아(주)
850,20167902,보통사람,김봉한, ,2017,20170323,장편,한국,드라마,20122965,121.0,손현주,장혁,김상호,라미란,정만식,조달환,15세이상관람가,(주)트리니티엔터테인먼트,오퍼스픽쳐스
851,20136057,소수의견,김성제, ,2013,20150624,장편,한국,드라마,20100834,127.0,윤계상,유해진,김옥빈,이경영,장광,권해효,15세이상관람가,(주)하리마오픽쳐스,(주)시네마서비스
852,20101225,트론: 새로운 시작,조셉 코신스키, ,2010,20101229,장편,미국,SF,20104250,125.0,제프 브리지스,가렛 헤드룬드,올리비아 와일드, , , ,12세이상관람가,라이브플래닛,한국소니픽쳐스릴리징브에나비스타영화㈜
853,20119771,내 이름은 칸,카란 조하르, ,2010,20110324,장편,인도,드라마, ,128.0,샤룩 칸,까졸, , , , ,12세이상관람가, ,필라멘트픽쳐스
854,20164424,대장 김창수,이원태, ,2017,20171019,장편,한국,드라마,20138935,115.0,조진웅,송승헌,정만식,정진영,신정근,유승목,12세이상관람가,(주)비에이엔터테인먼트,씨네그루(주)키다리이엔티
855,20120467,스토커,박찬욱, ,2013,20130228,장편,미국,드라마, ,99.0,미아 와시코브스카,매튜 구드,니콜 키드먼,더못 멀로니,재키 위버, ,청소년관람불가, ,이십세기폭스코리아(주)
856,20100017,공자 춘추전국시대,후메이, ,2009,20100211,장편,중국,드라마,20112112,108.0,주윤발,주신, , , , ,12세이상관람가,베이징 다디 센츄리,(주)시너지하우스 (시너지)
857,20100101,프롬 파리 위드 러브,피에르 모렐, ,2010,20100311,장편,프랑스,액션,20103795,94.0,존 트라볼타,조나단 리스 마이어스, , , , ,청소년관람불가,유로파 Corp.,㈜케이디미디어
858,20119430,컨트롤러,조지 놀피, ,2010,20110303,장편,미국,스릴러, ,105.0,맷 데이먼,에밀리 블런트, , , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
859,20165153,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린, ,2016,20170104,장편,러시아,애니메이션, ,90.0,박지윤,엄상현,남도형,박상훈,이재범, ,전체관람가, ,(주)이수C&E
860,20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,유야마 쿠니히코, ,2010,20101223,장편,일본,애니메이션,20112291,97.0,이선호,김선혜,문남숙, , , ,전체관람가,이스트저팬마케팅앤커뮤니케이션,씨제이 씨지브이(CJ CGV)(주)
861,20090025,문프린세스 : 문에이커의 비밀,가버 추보, ,2008,20090219,장편,영국,어드벤처, ,103.0,다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,팀 커리, , ,전체관람가, ,(주)성원아이컴
862,20147613,그레이의 50가지 그림자,샘 테일러-존슨, ,2015,20150226,장편,미국,드라마, ,125.0,제이미 도넌,다코타 존슨,제니퍼 엘,루크 그림즈, , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
863,20101015,파라노말 액티비티 2,토드 윌리엄스, ,2010,20101021,장편,미국,공포(호러),20104469,90.0,케이티 피더스턴,미카 슬로앳, , , , ,12세이상관람가,파라마운트 픽쳐스,씨제이엔터테인먼트
864,20119768,레드 라이딩 후드,캐서린 하드윅, ,2011,20110317,장편,미국,드라마, ,100.0,아만다 사이프리드,게리 올드만, , , , ,15세이상관람가, ,워너브러더스 코리아(주)
865,20090287,펠햄 123,토니 스콧, ,2009,20090611,장편,미국,액션, ,105.0,존 트라볼타,덴젤 워싱턴, , , , ,15세이상관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
866,20140145,홈,팀 존슨, ,2015,20150521,장편,미국,애니메이션, ,94.0,짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴, , ,전체관람가, ,씨제이이앤엠(주)
867,20100165,블라인드 사이드,존 리 행콕, ,2010,20100415,장편,미국,드라마,20103668,128.0,산드라 블록, , , , , ,12세이상관람가,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
868,20112709,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,유야마 쿠니히코, ,2011,20111222,장편,일본,애니메이션, ,98.0,미즈키 나나,마츠모토 리카, , , , ,전체관람가, ,씨제이이앤엠(주)
869,20090681,크리스마스 캐롤,로버트 저메키스, ,2009,20091126,장편,미국,애니메이션,20101412,96.0,짐 캐리,게리 올드만,콜린 퍼스,로빈 라이트, , ,전체관람가,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜
870,20080062,데스노트 L: 새로운 시작,나카타 히데오, ,2008,20080221,장편,일본,스릴러, ,128.0,쿠도 유키,마츠야마 켄이치, , , , ,15세이상관람가, ,(주)엔케이컨텐츠
871,20162065,클로버필드 10번지,댄 트라첸버그, ,2016,20160407,장편,미국,미스터리, ,103.0,메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어, , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
872,20141224,경성학교: 사라진 소녀들,이해영, ,2014,20150618,장편,한국,미스터리,20100187,99.0,박보영,엄지원,박소담,공예지,주보비,박성연,15세이상관람가,청년필름(주),롯데쇼핑㈜롯데엔터테인먼트
873,20164421,어쌔신 크리드,저스틴 커젤, ,2016,20170111,장편,미국,액션, ,115.0,마이클 패스벤더,마리옹 꼬띠아르,아리안 라베드,제레미 아이언스,브렌단 글리슨,마이클 K. 윌리엄스,15세이상관람가, ,이십세기폭스코리아(주)
874,20177501,플립,롭 라이너, ,2010,20170712,장편,미국,드라마, ,90.0,매들린 캐롤,캘런 맥오리피, , , , ,12세이상관람가, ,(주)팝엔터테인먼트
875,20156708,석조저택 살인사건,정식,김휘,2017,20170509,장편,한국,스릴러,20168769,109.0,고수,황인아,김주혁,문성근,박성웅,임화영,15세이상관람가,주식회사 영화사다,씨네그루(주)키다리이엔티
876,20110612,커플즈,정용기, ,2011,20111102,장편,한국,멜로/로맨스,20100293,110.0,공형진,김주혁,이윤지,이시영,오정세,강대영,15세이상관람가,시오필름(주),(주)싸이더스
877,20126686,미드나잇 인 파리,우디 알렌, ,2011,20120705,장편,미국,코미디, ,94.0,오웬 윌슨,마리옹 꼬띠아르,레이첼 맥아담스,애드리언 브로디, , ,15세이상관람가, ,(주)드림팩트엔터테인먼트
878,20161723,싱글라이더,이주영, ,2016,20170222,장편,한국,드라마,20140593,97.0,진남수,이병헌,공효진,안소희,장요한,최병구,15세이상관람가,(주)퍼펙트스톰필름,워너브러더스 코리아(주)
879,20148748,그녀,스파이크 존즈, ,2013,20140522,장편,미국,드라마, ,126.0,호아킨 피닉스,스칼렛 요한슨,에이미 아담스,루니 마라, , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
880,20122625,오즈 그레이트 앤드 파워풀,샘 레이미, ,2012,20130307,장편,미국,판타지, ,130.0,제임스 프랭코,미쉘 윌리엄스,레이첼 와이즈,밀라 쿠니스, , ,전체관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
881,20128247,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,유야마 쿠니히코, ,2012,20121219,장편,일본,애니메이션, ,72.0,마츠모토 리카,오오타니 이쿠에,미야노 마모루, , , ,전체관람가, ,씨제이이앤엠(주)
882,20080829,해프닝,M. 나이트 샤말란, ,2008,20080612,장편,미국,SF, ,90.0,주이 디샤넬,존 레귀자모,마크 월버그, , , ,청소년관람불가, ,이십세기폭스코리아(주)
883,20168754,7호실,이용승, ,2017,20171115,장편,한국,코미디,20100545,100.0,신하균,도경수,김동영,김종수,김종구,박수영,15세이상관람가,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트
884,20155826,치외법권,신동엽, ,2015,20150827,장편,한국,액션,20142988,104.0,임창정,최다니엘,임은경,장광,이경영,문제영,15세이상관람가,(주)유니프로,판씨네마(주)
885,20110250,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,시기노 아키라, ,2010,20110505,장편,일본,애니메이션, ,100.0,야지마 아키코,나라하시 미키, , , , ,전체관람가, ,씨제이이앤엠(주)
886,20125338,링컨: 뱀파이어 헌터,티무르 베크맘베토브, ,2012,20120830,장편,미국,액션, ,105.0,벤자민 워커,도미닉 쿠퍼,루퍼스 스웰,메리 엘리자베스 윈스티드, , ,청소년관람불가, ,이십세기폭스코리아(주)
887,20143754,아메리칸 스나이퍼,클린트 이스트우드, ,2014,20150114,장편,미국,액션, ,132.0,브래들리 쿠퍼,시에나 밀러, , , , ,청소년관람불가, ,워너브러더스 코리아(주)
888,20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,유야마 쿠니히코, ,2009,20091224,장편,일본,애니메이션, ,95.0,오오타니 이쿠에, , , , , ,전체관람가, ,실버스푼
889,20143422,숲속으로,롭 마샬, ,2014,20141224,장편,미국,뮤지컬, ,125.0,메릴 스트립,조니 뎁,에밀리 블런트,제임스 코든,안나 켄드릭,크리스 파인,전체관람가, ,월트디즈니컴퍼니코리아(주)
890,20136062,하이힐,장진, ,2013,20140603,장편,한국,범죄,20137755,125.0,이동길,차승원,오정세,이솜,고경표,박성웅,청소년관람불가,장차앤코,롯데쇼핑㈜롯데엔터테인먼트
